variable,dataset,usable,type,encoding_method,n_unique,n_missing,n_total,sample_values,notes
HFF10,demographics,TRUE,numeric,none,3,107,20000,"1, 2, 9",NA
HFF11,demographics,TRUE,numeric,none,3,16992,20000,"1, 2, 9",NA
HFF12A,demographics,TRUE,numeric,none,3,10163,20000,"2, 1, 9",NA
HFF12B,demographics,TRUE,numeric,none,2,13068,20000,"2, 1",NA
HFF13A,demographics,TRUE,numeric,none,3,5880,20000,"1, 2, 9",NA
HFF13B,demographics,TRUE,numeric,none,3,13061,20000,"1, 2, 9",NA
HFF13DA,demographics,TRUE,numeric,none,6,19580,20000,"1, 3, 2, 4, 5",NA
HFF13DB,demographics,TRUE,numeric,none,7,19573,20000,"4, 2, 1, 3, 5",NA
HFF13E,demographics,TRUE,numeric,none,6,19601,20000,"5, 2, 1, 4, 3",NA
HFF14A,demographics,TRUE,numeric,none,3,3053,20000,"2, 1, 9",NA
HFF14B,demographics,TRUE,numeric,none,3,18703,20000,"1, 2, 9",NA
HFF14D,demographics,TRUE,numeric,none,3,19594,20000,"9, 1, 2",NA
HFF15A,demographics,TRUE,numeric,none,3,10169,20000,"2, 1, 9",NA
HFF15B,demographics,TRUE,numeric,none,2,18393,20000,"2, 1",NA
HFF16A,demographics,TRUE,numeric,none,3,10165,20000,"1, 2, 9",NA
HFF16B,demographics,TRUE,numeric,none,2,19136,20000,"2, 1",NA
HFF16D,demographics,TRUE,numeric,none,3,17915,20000,"2, 1, 9",NA
HFF16E,demographics,TRUE,numeric,none,2,19337,20000,"1, 2",NA
HFF17A,demographics,TRUE,numeric,none,3,10169,20000,"1, 2, 9",NA
HFF17B,demographics,TRUE,numeric,none,2,17953,20000,"2, 1",NA
HFF18,demographics,TRUE,numeric,none,4,306,20000,"1, 2, 9, 0",NA
HFF20R,demographics,TRUE,numeric,none,22,678,20000,"7, 20, 17, 3, 19",NA
HFF4,demographics,TRUE,numeric,none,3,91,20000,"2, 1, 3",NA
HFF5,demographics,TRUE,numeric,none,21,18768,20000,"7, 5, 10, 15, 0",NA
HFF6A,demographics,TRUE,numeric,none,2,19126,20000,"2, 1",NA
HFF6B,demographics,TRUE,numeric,none,2,19126,20000,"2, 1",NA
HFF6C,demographics,TRUE,numeric,none,2,19126,20000,"1, 2",NA
HFF6D,demographics,TRUE,numeric,none,2,19127,20000,"1, 2",NA
HFF7,demographics,TRUE,numeric,none,2,10161,20000,"2, 1",NA
HFF8,demographics,TRUE,numeric,none,2,15806,20000,"2, 1",NA
HFF9,demographics,TRUE,numeric,none,3,107,20000,"2, 1, 9",NA
HFHEMPL,demographics,TRUE,numeric,none,2,627,20000,"2, 1",NA
HFHMLSV,demographics,TRUE,numeric,none,4,192,20000,"2, 1, 9, 3",NA
HFHSEQN,demographics,TRUE,numeric,none,11642,1357,20000,"2641, 2646, 10, 11, 19",NA
HFINTVR,demographics,TRUE,numeric,none,86,194,20000,"7057, 7054, 7056, 7003, 7024",NA
HFRELR,demographics,TRUE,numeric,none,10,773,20000,"3, 4, 1, 8, 2",NA
HFVERS,demographics,TRUE,numeric,none,4,0,20000,"1, 2, 4, 3",NA
HSAGEU,demographics,TRUE,numeric,none,1,0,20000,2,NA
HSAITMOR,demographics,TRUE,numeric,none,878,0,20000,"261, 384, 583, 428, 582",NA
HSDOIMO,demographics,TRUE,numeric,none,12,0,20000,"1, 3, 8, 2, 5",NA
HXPSESSR,demographics,TRUE,numeric,none,3,19547,20000,"1, 2, 3",NA
HXPTIDW,demographics,TRUE,numeric,none,7,19543,20000,"6, 2, 7, 5, 4",NA
HXPTIMO,demographics,TRUE,numeric,none,12,19543,20000,"5, 2, 9, 10, 1",NA
HYAITMO,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
INDFMIN2,demographics,TRUE,numeric,none,10,639,20000,"2, 16, 8, 6, 1",NA
INDFMPIR,demographics,TRUE,numeric,none,1501,2146,20000,"0.641, 4.803, 3.747, 5.406, 1.676",NA
INDHHIN2,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MIAINTRP,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MIALANG,demographics,TRUE,numeric,none,3,2482,20000,"1, 2, 3",NA
MIAPROXY,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MXPSESSR,demographics,TRUE,numeric,none,3,2340,20000,"1, 3, 2",NA
MXPTIDW,demographics,TRUE,numeric,none,7,2340,20000,"6, 2, 5, 3, 7",NA
MXPTIMO,demographics,TRUE,numeric,none,12,2340,20000,"1, 4, 3, 8, 2",NA
RIAGENDR,demographics,TRUE,numeric,none,2,0,20000,"1, 2",NA
RIDAGEMN,demographics,TRUE,numeric,none,252,19543,20000,"299, 814, 842, 960, 1077",NA
RIDAGEYR,demographics,TRUE,numeric,none,74,0,20000,"21, 32, 48, 35, 44",NA
RIDEXAGM,demographics,TRUE,numeric,none,876,2334,20000,"262, 384, 583, 429, 532",NA
RIDEXAGY,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RIDEXMON,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RIDEXPRG,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RIDPREG,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RIDRETH1,demographics,TRUE,numeric,none,4,0,20000,"1, 3, 4, 5",NA
RIDRETH2,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RIDRETH3,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RIDSTATR,demographics,TRUE,numeric,none,2,0,20000,"2, 1",NA
SDDSRVYR,demographics,TRUE,numeric,none,1,0,20000,-1,NA
SDJ1REPN,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
SDMVPSU,demographics,TRUE,numeric,none,2,0,20000,"1, 2",NA
SDMVSTRA,demographics,TRUE,numeric,none,49,0,20000,"44, 43, 6, 40, 35",NA
SDPPHASE,demographics,TRUE,numeric,none,2,0,20000,"1, 2",NA
SDPPSU1,demographics,TRUE,numeric,none,2,9880,20000,"1, 2",NA
SDPPSU2,demographics,TRUE,numeric,none,2,10120,20000,"2, 1",NA
SDPSTRA1,demographics,TRUE,numeric,none,23,9880,20000,"20, 3, 19, 18, 7",NA
SDPSTRA2,demographics,TRUE,numeric,none,23,10120,20000,"8, 15, 12, 7, 17",NA
SIAINTRP,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
SIALANG,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
SIAPROXY,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTINT2YR,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTINT4YR,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP01,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP02,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP03,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP04,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP05,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP06,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP07,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP08,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP09,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP10,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP11,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP12,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP13,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP14,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP15,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP16,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP17,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP18,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP19,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP20,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP21,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP22,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP23,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP24,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP25,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP26,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP27,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP28,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP29,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP30,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP31,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP32,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP33,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP34,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP35,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP36,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP37,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP38,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP39,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP40,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP41,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP42,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP43,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP44,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP45,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP46,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP47,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP48,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP49,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP50,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP51,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTIREP52,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMEC2YR,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMEC4YR,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP01,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP02,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP03,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP04,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP05,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP06,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP07,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP08,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP09,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP10,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP11,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP12,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP13,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP14,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP15,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP16,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP17,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP18,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP19,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP20,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP21,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP22,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP23,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP24,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP25,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP26,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP27,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP28,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP29,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP30,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP31,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP32,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP33,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP34,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP35,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP36,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP37,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP38,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP39,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP40,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP41,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP42,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP43,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP44,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP45,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP46,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP47,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP48,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP49,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP50,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP51,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTMREP52,demographics,FALSE,NA,NA,NA,20000,20000,NA,All values missing
SEQN_new,dietary,FALSE,NA,NA,9890,0,20000,NA,ID variable - exclude
SDDSRVYR,dietary,TRUE,numeric,none,1,0,20000,-1,NA
RIDAGEYR,dietary,TRUE,numeric,none,91,0,20000,"21, 32, 3, 48, 35",NA
RIAGENDR,dietary,TRUE,numeric,none,2,0,20000,"1, 2",NA
survey_day,dietary,TRUE,numeric,none,3,0,20000,"1, 0, 2",NA
WTDRD1,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTDR4YR,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXEXMER,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRASCST2,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRDAINMD,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRDINTMD,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXDAY,dietary,TRUE,numeric,none,7,9732,20000,"5, 1, 6, 4, 2",NA
DRXLANG,dietary,TRUE,numeric,none,4,9732,20000,"1, 2, 4, 3",NA
DRXDRSTZ,dietary,TRUE,numeric,none,4,9716,20000,"1, 4, 2, 9",NA
DRXMRESP,dietary,TRUE,numeric,none,4,9574,20000,"1, 97, 88, 98",NA
DRXTNUMF,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WTDRXD,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRABF,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRDINT,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXHELP,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXDBIH,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRPIID,dietary,TRUE,numeric,none,11,9614,20000,"1, 7, 3, 4, 2",NA
DRPQ5,dietary,TRUE,numeric,none,22,9871,20000,"0, 7, 2, 8, 1",NA
DRPQ6,dietary,TRUE,numeric,none,3,19501,20000,"1, 2, 9",NA
DRPQ7,dietary,TRUE,numeric,none,3,9880,20000,"2, 1, 9",NA
DRPQ8,dietary,TRUE,numeric,none,18,19655,20000,"2, 8, 4, 10, 5",NA
DRPQ9,dietary,TRUE,numeric,none,3,19621,20000,"2, 1, 9",NA
DRPQ10,dietary,TRUE,numeric,none,3,19621,20000,"2, 1, 9",NA
DRPQ11,dietary,TRUE,numeric,none,10,19926,20000,"1, 4, 6, 7, 2",NA
DRPQ12,dietary,TRUE,numeric,none,5,9793,20000,"3, 1, 2, 4, 9",NA
DRXTKCAL,dietary,TRUE,numeric,none,11283,798,20000,"2726, 2670.71842399153, 2243, 2136.71407393522, 1520",NA
DRXTPROT,dietary,TRUE,numeric,none,8555,798,20000,"85, 94.1075390638802, 73, 75.6587609568065, 56.6",NA
DRXTCARB,dietary,TRUE,numeric,none,12194,798,20000,"371.5, 336.643375263975, 294, 270.536333860899, 210",NA
DRXTTFAT,dietary,TRUE,numeric,none,8868,798,20000,"106.6, 102.314177734462, 63.9, 74.0731318001206, 56.1",NA
DRXTSFAT,dietary,TRUE,numeric,none,5887,798,20000,"39.3, 35.3241201744318, 26.4, 26.3192597285796, 15.3",NA
DRXTMFAT,dietary,TRUE,numeric,none,5969,798,20000,"43.5, 39.7723865066115, 25.1, 28.2277083394804, 21.6",NA
DRXTPFAT,dietary,TRUE,numeric,none,4585,798,20000,"14.4, 19.2620220255169, 8.9, 14.6839278729445, 14.7",NA
DRXTCHOL,dietary,TRUE,numeric,none,6467,798,20000,"281, 357.750520422964, 137, 250.671564798442, 279",NA
DRXTFIBE,dietary,TRUE,numeric,none,4492,798,20000,"20.6, 19.8878011077861, 12.1, 14.4150057943421, 24.8",NA
DRXTVAIU,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTVARA,dietary,TRUE,numeric,none,9987,798,20000,"138.676146462851, 185.631945369539, 318.441521507287, 201.019813917048, 105.9331674369",NA
DRXTCARO,dietary,TRUE,numeric,none,1780,10143,20000,"329, 103, 284, 31, 154",NA
DRXTVB1,dietary,TRUE,numeric,none,4303,798,20000,"1.41, 1.75641143402049, 2.08, 1.69354390200565, 1.4",NA
DRXTVB2,dietary,TRUE,numeric,none,4825,798,20000,"1.47, 1.8989995604628, 2.77, 2.12192355779318, 1.24",NA
DRXTNIAC,dietary,TRUE,numeric,none,4972,798,20000,"26.8, 27.1167515692338, 28.2, 23.2647356009375, 13",NA
DRXTVB6,dietary,TRUE,numeric,none,4636,798,20000,"2.72, 2.35450174655987, 2.36, 1.92377062646923, 1.04",NA
DRXTFOLA,dietary,TRUE,numeric,none,6194,798,20000,"184, 266.299929457918, 414, 305.15638833707, 175",NA
DRXTVB12,dietary,TRUE,numeric,none,7780,798,20000,"6.42, 5.98270087764178, 6.28, 4.72662237016981, 1.95",NA
DRXTVC,dietary,TRUE,numeric,none,4386,798,20000,"113, 118.303125215225, 67, 96.1669081550429, 116",NA
DRXTATOC,dietary,TRUE,numeric,none,3003,798,20000,"9.5, 9.16714470306841, 19.3, 9.72219875700879, 7.9",NA
DRXTCALC,dietary,TRUE,numeric,none,9485,798,20000,"543, 850.093232861732, 1837, 802.014332116901, 630",NA
DRXTPHOS,dietary,TRUE,numeric,none,10101,798,20000,"1181, 1383.48385736262, 1716, 1394.24085680702, 1156",NA
DRXTMAGN,dietary,TRUE,numeric,none,5475,798,20000,"289, 314.653094835223, 505, 353.294017613927, 331",NA
DRXTIRON,dietary,TRUE,numeric,none,4222,798,20000,"14.8, 16.621442094577, 21.9, 16.5378813206748, 9.8",NA
DRXTZINC,dietary,TRUE,numeric,none,3440,798,20000,"15.4, 14.4344021845381, 17.1, 12.2957941009735, 7.5",NA
DRXTCOPP,dietary,TRUE,numeric,none,986,798,20000,"2.3, 1.77623198866662, 2.4, 1.55467955770955, 1.2",NA
DRXTSODI,dietary,TRUE,numeric,none,13416,798,20000,"5216, 4495.62872608322, 2778, 3136.60598881382, 2234",NA
DRXTPOTA,dietary,TRUE,numeric,none,12398,798,20000,"4350, 3541.32117811599, 3087, 2736.50866659799, 2307",NA
DRXTSELE,dietary,TRUE,numeric,none,9734,798,20000,"94.8, 126.245063048204, 85.4, 102.380628853007, 72.8",NA
DRXTCAFF,dietary,TRUE,numeric,none,3732,798,20000,"68, 107.599886322569, 325, 261.088923624897, 3",NA
DRXTTHEO,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTALCO,dietary,TRUE,numeric,none,638,798,20000,"0, 4.22, 32, 13.807, 0.294",NA
DRXTMOIS,dietary,TRUE,numeric,none,10897,798,20000,"1650, 1908.06780130869, 3171, 2395.49378043166, 1280",NA
DRXTS040,dietary,TRUE,numeric,none,705,798,20000,"0.4, 0.533713869274364, 0.7, 0.570310694695966, 0.571694454681491",NA
DRXTS060,dietary,TRUE,numeric,none,449,798,20000,"0.1, 0.212514174336157, 0.3, 0.269359143685551, 0.2",NA
DRXTS080,dietary,TRUE,numeric,none,502,798,20000,"0.1, 0.208096420384541, 0.4, 0.282932501232056, 0.202725434786489",NA
DRXTS100,dietary,TRUE,numeric,none,662,798,20000,"0.4, 0.486985571803894, 0.6, 0.485812767932847, 0.3",NA
DRXTS120,dietary,TRUE,numeric,none,1359,798,20000,"0.5, 0.954840716339212, 1.8, 1.23353775820238, 0.3",NA
DRXTS140,dietary,TRUE,numeric,none,1645,798,20000,"3.3, 2.96071848388408, 3, 2.48775019485195, 1.4",NA
DRXTS160,dietary,TRUE,numeric,none,4173,798,20000,"25.2, 20.767619503926, 12.9, 14.1458046471636, 11.1",NA
DRXTS180,dietary,TRUE,numeric,none,2808,798,20000,"15.4, 11.0874449018168, 7.4, 7.33866493643636, 3.2",NA
DRXTM161,dietary,TRUE,numeric,none,1201,798,20000,"3.4, 2.42384292493703, 1.1, 1.41621933367066, 0.6",NA
DRXTM181,dietary,TRUE,numeric,none,5862,798,20000,"43.7, 38.8002001524982, 22.4, 26.5655114282651, 23",NA
DRXTM201,dietary,TRUE,numeric,none,292,798,20000,"0, 0.122033577280372, 0.10491230341132, 0.4, 0.115799418396172",NA
DRXTM221,dietary,TRUE,numeric,none,125,798,20000,"0, 0.00790801324180332, 0.00647613554307261, 0.00358919879078557, 0.1",NA
DRXTP182,dietary,TRUE,numeric,none,4187,798,20000,"9.6, 15.233032670775, 7.7, 12.4290071323556, 15",NA
DRXTP183,dietary,TRUE,numeric,none,1055,798,20000,"1.1, 1.43225536831082, 0.9, 1.16348751271533, 0.5",NA
DRXTP184,dietary,TRUE,numeric,none,71,798,20000,"0, 0.00354037162544738, 0.0030777112519865, 0.00244223679522941, 0.00265796653605347",NA
DRXTP204,dietary,TRUE,numeric,none,279,798,20000,"0.2, 0.185845741027563, 0.1, 0.141118024372645, 0.0957362160149648",NA
DRXTP205,dietary,TRUE,numeric,none,205,798,20000,"0, 0.0264471678538692, 0.022484158984198, 0.0147693281485287, 0.0196650796405974",NA
DRXTP225,dietary,TRUE,numeric,none,112,798,20000,"0, 0.00862339635729891, 0.00833663416611497, 0.0072061935669672, 0.1",NA
DRXTP226,dietary,TRUE,numeric,none,287,798,20000,"0, 0.0480741951813753, 0.0456185292776378, 0.035750650953968, 0.2",NA
DRXTSUGR,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTRET,dietary,TRUE,numeric,none,8079,798,20000,"289, 405.201513420693, 1321, 552.495839082524, 157",NA
DRXTACAR,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTBCAR,dietary,TRUE,numeric,none,12321,798,20000,"1991, 2592.30789203865, 676, 2123.78817066401, 405",NA
DRXTCRYP,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTLYCO,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTLZ,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTFA,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTFF,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTFDFE,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTVK,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTATOA,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTB12A,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTCHL,dietary,FALSE,NA,NA,NA,20000,20000,NA,All values missing
DRXTVD,dietary,TRUE,numeric,none,2717,798,20000,"4.1, 4.6182, 10.5, 5.5752, 4.5",NA
DRPGW,dietary,TRUE,numeric,none,3274,10143,20000,"1990, 3609, 1594, 2512, 2189",NA
DRPNVAIU,dietary,TRUE,numeric,none,6290,10143,20000,"4342, 5625, 3589, 781, 1720",NA
DRPNVE,dietary,TRUE,numeric,none,426,10143,20000,"10.7, 20.1, 7.4, 4.2, 4.4",NA
DRPNKF,dietary,TRUE,numeric,none,537,10143,20000,"35.2, 25.7, 33.2, 39.5, 33.5",NA
